Lugar,Estrellas,Comentario,Red_Social
Rivera_Maya,4.0,bonito ex convento restaurando museo arte sacro abre puertas 3 pm ademas puede visitar tienda recuerdos,Maps
Rivera_Maya,4.0,asi lista tentativa sitios patrimonio mundial unesco creo ayudara realizar mejoras complejo bonito gran zona verde frente trabajo detalle interior asombroso aparcamiento gratuito alrededor convento par guias daban toda informacion importante camino izamal autopista sino buena carretera atraviesa zona residencial asi tardaras piensas debido cantidad gente perros calle vale pena visitar pueblo colorido impregna,Maps
Rivera_Maya,5.0,ido anteriormente bonito ocasion toco entrada remodelacion general bien presta tomar fotos bonitas cielo ve tan despejado bonito duda lugares puedes faltar visitas yucatan,Maps
Rivera_Maya,5.0,convento cerca plaza principal ofrece muchas oportunidades tomar fotos gracias fachada amarilla amplio atrio interesante historia concepcion pequeña tienda regalos junto iglesia personas ofrecen visitas guiadas afuera iglesia necesario investigas iglesia visita placas español,Maps
Rivera_Maya,5.0,lugar vistas bonitas cualquier angulo vea incluso bellas vistas hacia exterior lugar representativo izamal orgullo pobladores mexico tener segundo atrio mas grande nivel mundial,Maps
Rivera_Maya,4.0,buen lugar visitar izamal emblematico amarillo invade toda ciudad costo entrar lugar perfecto tomar fotos parte adentro museo cobra 5 pesos pequeño tematica catolica,Maps
Rivera_Maya,5.0,atrio lugar impresionante puedes disfrutar ambiente tranquilo vistas espectaculares angulos guias turisticos ayudan historia lugar iglesia museo imperdibles solo recuerda protegerte sol sombrero protector solar lugar decepciona,Maps
Rivera_Maya,5.0,lugar emblematico peninsula yucatan ex convento franciscano amplio patio puede entrar iglesia cuenta museo costo entrada bajo conocer historia convento,Maps
Rivera_Maya,4.0,edificio impresionante historia interesante arquitectonicamente solo tema proporciones agradables precaucion guias ofrecen visitas guiadas ingles pagamos cantidad excesiva 500 pesos paseo bastante informativo patio interior iglesia maximo 200 pesos incluso puedes empezar 100 pesos luego ir subiendo precio visita guiada duro aproximadamente media hora,Maps
Rivera_Maya,5.0,arquitectura bonita espacio amplio buena altura observar resto pueblo adentro iglesia toco llegar plena misa jaja,Maps
Rivera_Maya,5.0,alojamos tres dias merida alli coche tulum trayecto duro aproximadamente hora media gusto leer historia lugar tiendita regalos bonita,Maps
Rivera_Maya,4.0,dos veces año 2025 vual ultima cez toco museo cerrado fachada principal remodelacion bonito lugar recomiendo verlo dia noche hecho bonito exconvento,Maps
Rivera_Maya,5.0,lugar espectacular lleno historia fe grandes recorridos interesantes predominante pueblito magico rodea simplemente encantador,Maps
Rivera_Maya,5.0,advertencia chicas van short mini vestido mini falda blusa tirantes concreto descubiertas van dejar entrar convento grande aunque iglesia pequeña pueden ver piramides parte trasera entrada gratis vale pena visitarlo,Maps
Rivera_Maya,5.0,convenio encuentra base gran piramide maya uso siempre piedra piramide realza belleza unico estilo bella representacion bello pueblo izamal cuenta atrio grande continente pintado amarillo gran parte pueblo,Maps
Rivera_Maya,5.0,guau lugar fantastico visitar muchas zonas preciosas tomar fotos interior sigue abierto culto,Maps
Rivera_Maya,5.0,belleza lugar toco poquito lluvia convento veia super bonito,Maps
Rivera_Maya,5.0,tour incluia chichen itza llama tours colibri chica sabia lugar persona culta enseño datos ademas llevo ver piramide encuentra ahi recomendable ir,Maps
Rivera_Maya,5.0,precioso color muros bonito recomiendo tomar tour museo convento 5 5,Maps
Rivera_Maya,5.0,lugar visitar disfrutar pueblo iglesia comida diferentes zonas pueblo magico ademas llena historia puede tomar misa visitar museo conocer convento,Maps
Rivera_Maya,5.0,lugar bonito iconico izamal verdad visitas rapido menos contrates guia entrada da recorrido 30 minutos cobra 300 400 pesos tiempo limitado espacios puedes acceder visitante aun asi vale pena conocer lugar,Maps
Rivera_Maya,5.0,construccion imponente grande aunque vieja resalta estatua papa juan pablo ii ofrecio misa lugar conoce pueblito amarillo rodeado zonas arqueologicas lado plazas mercado come deliciosos antojitos regionales asi famosos tacos venado,Maps
Rivera_Maya,5.0,convento mucha historia ademas arquitectura interesante ademas puedes tomar unas fotos espectaculares tienda puedes comprar muchas cosas religiosas lugar lindo vale pena visitarlo,Maps
Rivera_Maya,5.0,lugar magico arquitectura solo poca descuidada pintura,Maps
Rivera_Maya,5.0,hermoso lugar unico convento tipo mexico explanada colores hermosos pierdas zona arqueologica dos cuadras convento,Maps
Rivera_Maya,4.0,excelente lugar visitar convento edificando 1549 1561 abierto publico incluso petfriendly ubicado centro izamal conviene llevar ropa ligera calzado comodo,Maps
Rivera_Maya,4.0,increible arquitectura vistas hacia plaza central piramides solo acceso iglesia mantenimiento,Maps
Rivera_Maya,5.0,belleza arquitectonica colonial parte prehispanica pintoresco bien conservado espacio sesiones fotograficas enorme atrio pasillos bonito ver atardecer ahi fotos salen bonitas baja calor primero luce lejos llegando plaza central lleva zapato tenis comodos empedrado subida bajada horas pico veras visitantes sacandose fotos asi paciencia queremos posar mejor angulo finalizar comprate marquesita,Maps
Rivera_Maya,5.0,precioso convento iglesia interesante edificio antiguo arquitectura abierta todas casas alrededores pintadas amarillo,Maps
Rivera_Maya,4.0,pongo 5 estrellas llegamos remodelando pagamos persona diera recorrido certificado hizo visita enriquecedora explicaba mucha emocion historia lugar apoyaba fotos,Maps
Rivera_Maya,5.0,bello lugar atardecer permite unas postales increibles,Maps
Rivera_Maya,5.0,lugar increible lleno historia tradiciones recomiendo escuchar tradiciones seguirlas simplemente hermoso,Maps
Rivera_Maya,5.0,lugar increible convento pequeño museo entrada cuesta 5 pesos,Maps
Rivera_Maya,5.0,impresionante lugar visitarlo zona guias 30 40min explican detalles importantes grupo 5 personas cobraban 350 pesos,Maps
Rivera_Maya,5.0,situado piramide historia mucha lugar grande conserva energia encanto visitar isamal,Maps
Rivera_Maya,4.0,iglesia igual color naranja papa aqui hace años existe mercado junto hacen comida tradicional yucateca buenisima,Maps
Rivera_Maya,5.0,lugar precioso visitamos atardecer vistas puesta sol sombras estructuras impresionantes interesa historia lugares religiosos convento deberia lista lugares visitar podrias disfrutar visita guiada,Maps
Rivera_Maya,5.0,lugar lleno historia vale pena contratar guia saber historia hoy monasterio franciscano iglesia san francisco padua erguidoen piramide maya izamal ciudad amarilla pueblo magico,Maps
Rivera_Maya,5.0,lugar bonito atrio grande latinoamerica lugar debes perder vayas merida,Maps
Rivera_Maya,4.0,debajo espectativas lugar impresionante religiosa historicamente representa embargo convento urgente restauracion asi atrio monumental requiere mantenimiento cesped urge ser icono pueblo magico deberia optimo atraer turismo recibe,Maps
Rivera_Maya,5.0,hermoso entra iglesia sientate rato disfruta paz iglesia nota paso años conserva estilo antiguo ex convento dice estacionamiento especifico busca calles alrededor 3 tarde varios asi vas batallar,Maps
Rivera_Maya,5.0,pueblo espectacular visitar comer recorrer calles varios atractivos conocer ex convento piramides lugar magico,Maps
Rivera_Maya,5.0,lugar super especial justo centro ciudad amarilla convento colina terreno vacio propiedad bien cuidada mayo 2025 renovando obra arte original pared oportunidad entrar iglesia pasear propiedad digno admirar,Maps
Rivera_Maya,5.0,izamal pueblos mas hermosos merida preciosa iglesia atrio espectacular lugares ricos comer autentica comida yucateca muchas tiendas artesanias paseos calesas ruinas conocer precioso solo lamento tan descuidado franciscanos gobierno templo museo dentro convento descuidado total sucio abandonado religiosas atienden tienda comunicacion iglesia horarios informes museo ojala cuiden mantengan mejor joyas,Maps
Rivera_Maya,5.0,izamal maravilloso sensacion ahi particular gente ambiente decir color amarillo predomina izamal duda pueblos magicos favoritos mexico,Maps
Rivera_Maya,5.0,hermosa iglesia casi 500 años antigüedad atrio grande america gran altar bañado oro disfrutamos viendo misa catolica recorriendo museo dia visitamos pequeña banda escolar tocaba marchaba atrio vistanse modestia hablen voz baja disfruten maravilloso,Maps
Rivera_Maya,1.0,costo lamentablemente inah descuidado abandonado recomiendo perder tiempo visitarla,Maps
Rivera_Maya,1.0,espectaculo bastante caro mismo planetario duracion 20 30 min bastante lento pense espectaculo luces enfocado piramide,Maps
Rivera_Maya,1.0,destruida vale pena ir verla,Maps
Rivera_Maya,1.0,hooorrible aburrido autobuses clima recomiendo,Maps
Rivera_Maya,1.0,abandono total donde inah impulsan pueblos magicos lastima verdad,Maps
Rivera_Maya,1.0,mala comida buen trato,Maps
Rivera_Maya,1.0,empleado maleducado dejo entrar faltaban pocos minutos ultima entrada 4 30 p m,Maps
Rivera_Maya,2.0,sencilla ver solo ruinas arqueologicas,Maps
Rivera_Maya,2.0,lindo olvidado descuidado recomienda ir x lejano ver,Maps
Rivera_Maya,2.0,pienso deberian poner atencion limpieza gente local cuida sucio triste real embargo encanto subir piramide casi intacta hombre actual respecto infraestructura,Maps
Rivera_Maya,2.0,buenas condiciones abandonado baños escaleras buenas condiciones,Maps
Rivera_Maya,2.0,necesita mas arreglo escalones ingresar asta parte arriva peligroso subir bajar mas peligroso,Maps
Rivera_Maya,2.0,lugar abandonado pudiera mejor darle mantenimiento apropiado,Maps
Rivera_Maya,2.0,subir buena vista ciudad,Maps
Rivera_Maya,2.0,ve descuidado deberia tener barreras enrejado proteccion cuenta guia sitio,Maps
Rivera_Maya,2.0,piramide medio pueblo magico,Maps
Rivera_Maya,2.0,informacion historia lugar escasa,Maps
Rivera_Maya,2.0,absolutamente ninguna informacion descripcion respecto gratis peor gratis,Maps
Rivera_Maya,2.0,pequeño bien mantenido,Maps
Rivera_Maya,2.0,sorpresa encontrar piramide aqui,Maps
Rivera_Maya,1.0,parte historia pueblos mesoamerica,Maps
Rivera_Maya,4.0,hermoso magico mejor gratis solo hace falta señalamientos tener precaucion parte piramide solo piedra irregular personas cero condicion podrian subiendo luego complica bajada ahi increible frente piramide unas nieves deliciosas,Maps
Rivera_Maya,5.0,piramide sorprendente parte cultura raices ame escalar cada escalon cima aire tan calido da refrescar imperdible izamal vayan vista impresionante,Maps
Rivera_Maya,4.0,visitada obligada localidad izamal pueblo magico cuenta basamentos piramidales grandes mexico accede mediante callejon costo entrada recomienda calzado adecuado subir escalinatas cima vista amena impresionante ex convento,Maps
Rivera_Maya,4.0,experiencia buena entrada piramide entrar casa dentro pueblo ir preparado subir escalones soportar sol calor solo piramide llegar ves pueblo 360 unico malo mucha basura hace atractivo gratuito,Maps
Rivera_Maya,5.0,genial caminar rodillas debiles base enorme piramide grandes bloques piedra van haciendo pequeños hacia cima impresionante piramide escalonada creo agua debajo,Maps
Rivera_Maya,5.0,increible experiencia tamaño 2 cuadras aprox 40 mts altura cuidado escalones ultimo tramo rotos deslavados bajada,Maps
Rivera_Maya,5.0,parte mas linda ek balam gusto aun dejan subir piramide 32 mt 105 escalones chixñchen itza uxmal pemiten actualmente,Maps
Rivera_Maya,5.0,piramide bien conservada dentro centro izamal subir cuidado escalones altos irregulares vista arriba impresionante recomendable,Maps
Rivera_Maya,5.0,solamente subir cuspide sino pasear alrededor basamento caminar calesa disfrutar grandeza construccion flanqueada arquitectura colonial atrapa dos epocas pueblo singular,Maps
Rivera_Maya,5.0,locura poder subir piramide maya solo 10 minutos centro izamal alrededor 11 30 m dia laborable vimos dos personas lugar completamente escaleras hicieron dificiles subir medida subes lleva tiempo recuerda traer sombrero protector solar completamente expuesto sol,Maps
Rivera_Maya,5.0,bonito diferente agradable necesita condicion poder subir piramide completa mayoria quedaba medio camino imagino llegar cima debe tener vista increible pocos lugares queda gente puede subir disfrutar vista completa,Maps
Rivera_Maya,3.0,invaluable sitio precolombino embargo encuentra mal maleza oculta dos lados obstante pocas piramides quedan abiertas publico,Maps
Rivera_Maya,5.0,increible lugar visitar pasas izamal cuya extension larga imponente vale pena recorrer cada centimetro lugar subir piramide contemplar pueblo cima,Maps
Rivera_Maya,5.0,excelente lugar observar peligroso subir cima vale pena,Maps
Rivera_Maya,5.0,lugar bello gratuito facil acceso historia tremenda,Maps
Rivera_Maya,5.0,piramide hermosa aun puedes subir vista espectacular aunque tener cuidado subir bajar piedras forman escalera inestable,Maps
Rivera_Maya,5.0,pocas zonas arqueologicas permiten subir piramide bien cobran entrada cerca convento san antonio padua vale pena conocer zona,Maps
Rivera_Maya,5.0,acceso gratuito abierta publico 4 30 pm pocas piramides quedan yucatan libre acceso vista increible falta informacion sitio personal lugar ojala mas gente pueda visitar da promocion lugar libre acceso izamal varias piramides asi,Maps
Rivera_Maya,5.0,totalmente gratis puedes subir problemas solo empinado adultos mayores deben subir cuidado regreso complejo escaleras,Maps
Rivera_Maya,5.0,lugar iconico historico imperdible izamal cercanias vista cima increible solo ser cuidadosos escalones subirla encuentran mal costo entrada generalmente poca gente,Maps
Rivera_Maya,3.0,descuidada falta mantenimiento elementos seguridad personas suben bajan piramide placa informativa rota mitad realmente sorprende condiciones tan deplorables alla imponente contacto vestigios conectan pasado raices cultura,Maps
Rivera_Maya,5.0,hermoso lugar visitar puedo creer patio trasero alguien amplia zona plana puedes hacer picnic facilmente entrada gratuita ten cuidado subir bajar,Maps
Rivera_Maya,5.0,piramide estupenda necesitas guia explique entrada necesitas saber pesada subir escaleras paso tiempo deteriorado subes debes tener paciencia bajar pesado pendiente pisas subir vista maravillosa respecto estacionamiento solo alrededor calle estacionamos zocalo pueblo llegar 3 cuadras media escucha caminar nooo super cerca,Maps
Rivera_Maya,5.0,visita agradable 10 15 minutos gratuita subida empinada vale pena,Maps
Rivera_Maya,5.0,rara vez vida montaña cerros cobran entrada vez izamal,Maps
Rivera_Maya,5.0,divertido subir cima bonita vista pueblo,Maps
Rivera_Maya,4.0,lugar arqueologico famoso piramide enorme aun puedes subirla restringido vista espectaculo,Maps
Rivera_Maya,5.0,hermosa piramide vale pena llegar cima bajar cuidado,Maps
Rivera_Maya,5.0,impresionante paisaje puedes admirar arriba visita panoramica magnifica unas cuadras plaza principal super facil llegar echo puede observar atrio convento ahi puedes dar idea hacia caminar acceso gratuito deber mantenerlo buen dejando basura rayando poder seguir apreciando belleza zona arqueologica quieres aventurar poquito puedes subirla cuidado piedras lisas debes ver subir bajar cuidado llegar cima vista espectacular podras admirar parte pueblo color amarillo puedes llevar unas hermosas foto panoramicas amistades familia animen venir conocer bellezas izamal,Maps
Rivera_Maya,5.0,energetico lugar padre escalar arriba piramide,Maps
Rivera_Maya,5.0,buena experiencia adornos piramides famosas compensa saber sitio menos 1 300 años haber sido construido hermosas vistas entrada costo mantenerse hidratado usa bloqueador sombrero personas mayor edad subir mucha precaucion especial cuidado bajada recomiendo subir bolsos muevan sujetando cosas podrias requerir manos apoyarte cosas pueden afectar equilibrio entrada escondida asi dejo foto,Maps
Rivera_Maya,4.0,costo entrada puede subir piramide cualquier momento dan mantenimiento,Maps
Rivera_Maya,5.0,tener cuidado cuerda sujetarse piedras lisas lugar bello ningun costo cima puedes ver gran parte ciudad izamal,Maps
Rivera_Maya,4.0,pequeña piramide medio pueblo facil subir bonita vista,Maps
Rivera_Maya,5.0,piramide dos cuadras plaza puede subir dos entradas ve panorama bonito exconvento selva,Maps
Rivera_Maya,5.0,gran testigo historia maya conocia lugar gran experiencia llegar aqui posible subir arriba vista panoramica izamal tener atencion bajar parte escalinata gran desafio duda gran aventura acceso costo puede llegar caminando centro,Maps
Rivera_Maya,4.0,amplia piramide caminar aunque escalones tener cuidado,Maps
Rivera_Maya,5.0,grandes piramides tamaño mediano aun pueden escalar facil subir bajar niños pueden subir bajar demasiada gente comercializada entrada gratuita,Maps
Rivera_Maya,5.0,gustan piramides llegar cima hermosa vista izamal,Maps
Rivera_Maya,5.0,hermosa entrada gratis medio ciudad puedes escalar tope claro debes bajar cuidado ruinas solo tapadas pasto arriba puedes ver pueblo izamal salida tiendita souvenirs,Maps
Rivera_Maya,4.0,lugar imponente entorno hace unico digamos misma manzana delimita piramide casas gente vive piramide mil años patio trasero banqueta enfrente entrada piramide encuentran tiendas puedes comprar abarrotes recuerdos micheladas adelante sitio carruajes caballos dan paseo historico hablando piramide lugar imponente sube digamos tres etapas niveles primero calle explanada grande muchas piedras clavadas piso arboles brindan sombra deciden escalar piramide segundo nivel consta 10 escalones parte piramide punto donde desaparecen escalones solo encuentra piedra bruta donde inicia nivel dificil escalar descender vista arriba imponente ve convento pueblo alrededores,Maps
Rivera_Maya,5.0,encanto fascinado sabia existia piramide tan grande izamal esposa queria conocer pueblo casas amarillas tampoco sabiamos convento basado piramide alto subir ver panorama cima hermoso guias saque den tour piramide abandonado siento deberian darle importancia cobra acceso piramide gusto,Maps
Rivera_Maya,4.0,agradable lugar invertir hora tiempo visita izamal vistas cima excelentes fotos recuerdo acceso gratis menos domingos puede llegar caminando facilidad centro 200 metros incluido paseo calandria 350 pesos,Maps
Rivera_Maya,5.0,piramide buen tamaño entrada libre recomiendo visitarla todavia puede subir arriba excelente vista izamal ahi,Maps
Rivera_Maya,5.0,pocas piramides bien cuidadas cobran entrar vista bonita lastima inah compro casas alrededor piramide solo den mala imagen abandonadas vez utilice locales puedan ofrecer algun articulo tipico region genere trabajo personas,Maps
Rivera_Maya,3.0,actualmente piramide tal encuentra deteriorada deja ser gran aventura recorrerla gran altura ancho acceso formo parte duda epoca dorada cultura maya,Maps
Rivera_Maya,4.0,entrada cierra 4 00 pm parte trasera piramide puede acceder cualquier momento vista cima preciosa,Maps
Rivera_Maya,5.0,impresionante tener piramide tan colosal conocida pleno centro pueblo tamaño abierta publico costo restriccion ofrece unas vistas 360 grados alcanza horizonte mejores vistas izamal alrededores,Maps
Rivera_Maya,5.0,tercer piramide grande region despues ek balam chchien itza entrada gratuita,Maps
Rivera_Maya,5.0,unas ruinas bonitas podria dividir dos partes primera parte facil acceso segunda mas vertical escalinata dispareja vale pena intentar llegar arriba admirar paisaje izamal convento toda selva rodeada,Maps
Rivera_Maya,5.0,buena experiencia dentro pueblo entrada gratis subida tan dificil gran vista pueblo,Maps
Rivera_Maya,5.0,entrada gratuita piramide bastante alta arriba ve casi toda ciudad tener cuidado escalones llamarloa alguna manera deteriorados,Maps
Rivera_Maya,5.0,piramide grande gente pues permanentemente abierta t subir vista bonita izamal sugiero ir atardecer mañana subida pesada sol puede dificultarla,Maps
Rivera_Maya,5.0,piramide restaurada sigue siendo impresionante acceso gratuito aglomeraciones merece pena,Maps
Rivera_Maya,5.0,izamal pueblo inexplicable precioso piramide parece descuidada puedes subir incluso mascotas clima amerita,Maps
Rivera_Maya,5.0,sensacion pie inmensa piramide total reflexion entrada principal sube escaleras bastante seguras largo calle puedes apreciar tiendas antiguas casas españoles llegaron region da idea construidas piedras misma piramide caminas rededor piramide puedes apreciar esquinas redondeadas imponente momento perderse subir tener mas bellas vistas izamal,Maps
Rivera_Maya,5.0,hermosa descuida personal oriente vigile aun asi mantiene limpia orden puede acceder parte alta piramide cuidado faltan escalones respeto hacia sitio lleven sombrero protector solar,Maps
Rivera_Maya,5.0,hermosa experiencia visitar piramide escalar cima cargarte energia vista bonita lados,Maps
Rivera_Maya,4.0,area aire libre llena piedras poca sombra subir unas escaleras llegar piensan subir usen calzado adecuado escalinatas erosionadas olviden llevar sombrero lentes agua calor terrible,Maps
Rivera_Maya,5.0,esplendido lugar da poquito desconfianza subir precaucion despacio adaptas rapido recomiendo ir tenis llevar manga larga bloqueador sol agua preferencia cargando muchas bolsas poder disfrutar mejor subida bajada vista punta perfecta recomiendo tomarse tiempo arriba,Maps
Rivera_Maya,5.0,piramide menos conservada disfrutan excelentes vistas toda peninsula yucatan hermosos alrededores excelentes paletas locales,Maps
Rivera_Maya,5.0,definitivamente vale pena subir puede entrar ambos lados gracias arboles sombra plataforma superior descansar rato aunque cima lleva agua,Maps
Rivera_Maya,5.0,visitas izamal puedes dejar pasar oportunidad visitar lugar entrada gratuita permiten subir piramide vista arriba increible vale totalmente pena 100 recomendado,Maps
Rivera_Maya,4.0,pocas z aun puedes subir falta mucha informacion conservacion parte paseo incluido pueblo santuario izamal,Maps
Rivera_Maya,5.0,entrada gratis piramide solo aun puede subir peligrosa vista cima da vision izamal increible micha fauna deben tener cuidado ahi viven piramide maltratar aves reptiles prohibido,Maps
Rivera_Maya,5.0,ayer gran placer haber lugar lleno historia misterio piramide gran explanada puedes verla puedes escalar arriba cuidado pues escalones buenas condiciones embargo escalable,Maps
Rivera_Maya,5.0,hermosa vista alto piramide izamal alrededores duda alguna subirla contemplar paisaje vale pena deseas tener genial experiencia recomiendo utilizar calzado adecuado ropa comoda utilizar gorra llevar agua bloqueador solar repelente,Maps
Rivera_Maya,5.0,hermosa piramide tres podras encontrar izamal escala podras obtener hermosa vista pueblo puedes perder hermosa experiencia,Maps
Rivera_Maya,5.0,semana santa 2022 entrada gratis publico general subir piramide puede ser dificil diversidad funcional recomiendo ir vestido horizonte ve hermoso pocas piramides asi grandes puedes subir mexico enfrente neveria agradable zona arqueologica grande solo piramide vale pena darse vuelta izamal,Maps
Rivera_Maya,4.0,bonito lugar solo vigilancia poca mucha informacion orientarte lugar acceso libre menos dia afluencia exceso haber indicaciones sabiamos podia subir piramide pues señalizaciones,Maps
Rivera_Maya,4.0,buena experiencia visitar piramide pocas aun puede subir lugar explorado piramide cubierta arboles maleza todas zonas aun rescatar mece pena vestigio maya peninsula,Maps
Rivera_Maya,5.0,recomendaria primera ir gorra cubra lleva agua ponte bloqueador sol cañon recomiendo gente mayor suba escaleras peligrosas completas resbalosas incluso tennis vista espectacular puedes ver toda vegetacion excelente unas bonitas fotos,Maps
Rivera_Maya,5.0,piramide kinich kakmo estructuras grandes mesoamerica basamento mide 200 metros largo 180 metros ancho construccion estima siglos v vii d c piramide dedicada dios solar maya kinich kakmo cuyo nombre significa guacamaya fuego rostro solar piramide parte complejo arqueologico importante izamal incluye estructuras piramide itzamatul cuanto itzamatul mucha informacion especifica disponible resultados busqueda embargo menciona gran piramide ubicada izamal cerca piramide kinich kakmo piramide kinich kakmo sido objeto restauracion parte instituto nacional antropologia historia inah presupuesto dos millones pesos mejorar accesibilidad conservacion vista cima considerada impresionante ofrece panoramica entorno,Maps
Rivera_Maya,5.0,imponente base piramidal grande yucatan ingresa costo vista imponente izamal destacando ciudad tres culturas puedes recorrer perimetro calles izamal cuidado calandrias pasan dando recorridos,Maps
Rivera_Maya,5.0,entrada gratuita impresionante ver paisaje pueblo arriba facil acceso personas movilidad reducida caminando centro izamal,Maps
Rivera_Maya,5.0,cada dia sorprende mas cultura lugares duda izamal lugar fotografiable aventura subir baja piramide ser cuidadosos vista arriba espectacular,Maps
Rivera_Maya,1.0,dan menus diferentes dan cuenta local deshonesto irrespetuoso restaurante comida buena lugar agradable embargo experiencia vio arruinada problema precio llegamos 4 20 p m cambio precio 5 p m tarde dimos cuenta dieron menu diferente doble precio mientras todas mesas llegaron despues recibieron menu normal precios bajos validos 5 p m preguntamos camarero primero dijo llegamos despues 5 p m cierto sabia traian sopa alimentos incluidos menu almuerzo dijeron incluidos despues hablar gerente dijeron aun cobrarian precios altos simplemente menu dado final cobraron 358 anunciaban menu almuerzo pareja sino 1200 situacion parecio injusta causo mala impresion desafortunadamente afecto podria haber sido buena experiencia,Maps
Rivera_Maya,1.0,trampa turistas lugareño recomendo lugar probar melo lamentablemente menu diferente turistas cuesta doble comida completamente diferente preguntamos camarero platos melo mintio diciendo solo menu local,Maps
Rivera_Maya,1.0,peores experiencias gastronomicas duda peor cozumel ahora lugar asqueroso dejen engañar reseñas positivas comida bebida apetitosas verduras congeladas arroz pastoso pesimo sabor gran ventilador industrial dio cara toda noche extremadamente caro ahorrense molestia coman lugar,Maps
Rivera_Maya,1.0,sitio bonito comida atencion vergüenza empezando atencion hora cobrarte explican bien valen cosas entra menu luego dan palo cobrandotelo quieren comida escasa pides filete parece rodaja finisima choped patatas fritas dia rancias,Maps
Rivera_Maya,1.0,debo admitir lugar absolutamente impresionante reservaciones siete personas llegamos parece perdieron apartaron esperar hora finalmente sentaron afuera atendio camarero repente parecio desaparecer nunca atendieron sentamos alli esperamos esperamos alguien volviera mesa repente restaurante vacio seguimos sentados afuera entonces rogar cuenta poder irnos terminaron cobrandonos precios equivocados servicio pesimo nunca volveria alli suponia restaurantes elegantes comer viaje,Maps
Rivera_Maya,1.0,aunque lugar hermoso servicio pesimo necesitan ser amables atentos ser capaces ofrecer detalles comida menu siquiera esfuerzan brindar buen servicio senti comodo ser honesto nunca recomendaria restaurante pedi mesero tomara foto familia parecer escucho dos veces tia llamo tercera vez hizo grosero pedi salsa primero siquiera dieron sugerencia segundo primer mesero trajo aderezo gesto cara antipaticos segundo parecia joven incluso timido respetuoso probablemente necesite capacitacion probablemente clase gente antipatica trajo combinaba comida pedi comida llevar encargado capitan obligo servirla mismo necesitan aprender amabilidad empatia persona rojo burlaba tomarnos fotos familia debe respetar hago comida tiempo creo persona tan grosera deba trabajar atencion cliente decepcionado pague recibi espero gerente pueda hacer cambios tener buen lugar ir divertirse juzguen parecer mexicano tomar fotos intentar darle sabor comida,Maps
Rivera_Maya,1.0,ventajas hermosos jardines musica vivo desventajas basicamente trampa turistas mesero toma orden bebida trae tercero pregunta quieres aperitivo pedimos nunca recibimos pedimos plato combinado mexicano 400 pesos tercer mesero trajo comida comida temperatura ambiente paso miembro personal dije fria ingles español simplemente respondio ok llevo plato despues unica interaccion alguien trabajaba alli traernos cuenta fin cabo restaurante especialmente precios comida deberia menos caliente realmente decepcionado,Maps
Rivera_Maya,1.0,comida autentica pedi plato mexicano consistia tostada pollo quesadilla fajita res tamal enchilada mole servido entrada tortilla pollo unico calidad enchilada mole resto comida bastante mediocre autentico salvo enchilada mole definitivamente recomiendo,Maps
Rivera_Maya,1.0,peor servicio experimentado vida tardaron eternidad cada cosa atendernos puerta hacer mesa pedir menu pedir cafe nadie voltea mesa parece manager pendiente servicio se staff nuevo menos pasion servicio busquen capacitenlos llenos,Maps
Rivera_Maya,1.0,solia ser lugares favoritos comer venimos cozumel cada año semana comimos alli dos veces ambas ocasiones comida demasiado cocida cruda servicio noche pesimo siquiera pudieron mantenernos bebidas,Maps
Rivera_Maya,1.0,restaurante sentimos decepcionados trataron turistas aunque amigo mexicano dieron menu diferente seleccion precios bajos demas clientes recibieron menu locales ademas camarero mostro actitud despectiva dije coctel contenia alcohol cambiaron coctel cara camarero descontenta confundieron platos general quedamos insatisfechos trato despectivo hacia extranjeros pesar residentes pais,Maps
Rivera_Maya,1.0,comida mal problema conmigo parte menu dolares cosas pesos asi trajeron cuenta 34 dolares convirtieron pesos tasa 20 pesos dolar asi dos platos 17 dolares deberian haber costado 34 dolares costaron 680 pesos equivale 40 dolares lugar 34 sienta bien piensen gente demasiado tonta hacer calculos queje asi convertimos volveria aunque alojamos cuadra alli cuidado cuenta vergüenza dado buena reseña,Maps
Rivera_Maya,1.0,familia probamos restaurante horrible hecho hijo enfermo guacamole menudo precio precios doble deberian ser aunque servicio bien duda orientado turismo decir objetivo cobrar maximo posible vender baratijas luego cobrarte cada detalle comida sosa bien sazonada duda recomendaria cenar junto agua suelen bajar cruceros normalmente disfrutaria cocina local comida debajo comestible filete demasiado cocido duro hijo dijo guacamole asqueroso,Maps
Rivera_Maya,1.0,estafa trampa turistas cobran menu dos precios comente mesero cobrado cuenta debia ser 79 trajeron factura 1 714 pesos mexicanos tipo cambio actual 16 10 asi cobrado aproximadamente 106 50 pagamos efectivo dolares estadounidenses despues hicieran tontos finalmente cedieron estafa total comida pesima,Maps
Rivera_Maya,1.0,aqui nochevieja pedi mariscada 40 dolares trajeron tres camarones pescado demasiado cocido langosta demasiado hecha importado tamaño calidad parecio ridicula isla ensalada cesar cordon bleu malos unico valio pena pedir filete resumen gran decepcion,Maps
Rivera_Maya,1.0,desayuno incluye solo cafe incapaces cambiartelo vaso agua gerente intransigente nadie comida ñe equis cualquier vips sanborns comes igual mejor,Maps
Rivera_Maya,1.0,visitamos casa mision sugerencia personal recepcion hotel despues experiencia solo podemos esperar hagan caso advertencia decidan ir sitio camareros impacientes comida aceptable mejor casos precios injustificados restaurante carta tan limitada creativa hazte favor ve lugar dinero rinda comida haga feliz,Maps
