place_name,place_category,rating,review_date,review_text,city_target,
Mismaloya,playa,1,23/07/2025,"Fue una decepción total visitar Mismaloya. No me tocó la parte más cuidada. Encima, el tema de la saturación de gente fue lo más flojo. Fuimos en pareja entre semana. Llegamos al atardecer y la luz ayudó muchísimo. Con varios cambios podría mejorar, pero hoy no lo recomendaría. No sentí que el tiempo invertido valiera la pena.","Puerto Vallarta, Jalisco, México",
Muelle de Los Muertos,atracción,4,12/04/2025,"Valió la pena conocer Muelle de Los Muertos. Se disfruta sin necesidad de hacer gran plan. Además, honestamente, el tema de la experiencia general estuvo muy bien. Fuimos solo por la mañana. Nos movimos a pie sin complicarnos. Es una parada muy recomendable. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Tour a Yelapa,tour,5,05/02/2025,"Volvería sin pensarlo a Tour a Yelapa. No se sintió apresurado. Además, la verdad, el tema de la ubicación estuvo muy bien. Fuimos en familia por la mañana. Conviene ir con tiempo y sin prisa. Definitivamente volvería. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Muelle de Los Muertos,atracción,5,30/11/2024,"Excelente visita a Muelle de Los Muertos. Es de esos lugares que sí representan bien el destino. Además, honestamente, el tema de la ubicación destacó bastante. Fuimos solo de noche. La zona alrededor tiene bastante movimiento. Sí regresaría. Todo se sintió bastante cómodo.","Puerto Vallarta, Jalisco, México",
Playa Gemelas,playa,4,28/11/2025,"En general nos fue bien en Playa Gemelas. La arena estaba mejor de lo que esperaba. Además, honestamente, el tema de la limpieza me dejó muy buena impresión. Fuimos en plan tranquilo al atardecer. Llegamos al atardecer y la luz ayudó muchísimo. Sí regresaría. Nos quedamos con ganas de volver con más tiempo.","Puerto Vallarta, Jalisco, México",
Mercado del mar,mercado,5,18/06/2023,"Una gran sorpresa fue Mercado del mar. Vale la pena caminarlo con calma. Además, honestamente, el tema de la relación calidad-precio me dejó muy buena impresión. Fuimos en plan tranquilo en vacaciones. Nos movimos a pie sin complicarnos. Es una parada muy recomendable. Todo se sintió bastante cómodo.","Puerto Vallarta, Jalisco, México",
Avistamiento de ballenas,tour,2,22/12/2023,"Esperaba bastante más de Avistamiento de ballenas. La logística fue mala desdel inicio. Encima, el tema de la señalización necesita mejorar. Fuimos con amigos entre semana. Llegamos al atardecer y la luz ayudó muchísimo. Hay mejores opciones en la zona. La fama del lugar me hizo esperar bastante más.","Puerto Vallarta, Jalisco, México",
Malecón de Puerto Vallarta,atracción,3,02/08/2025,"Pasar por Malecón de Puerto Vallarta tuvo cosas buenas y otras mejorables. Se deja conocer, pero esperaba algo más. Lo mejor fue la atención, pero el tema de los precios necesita mejorar. Fuimos en familia en vacaciones. Entre semana se siente mucho más llevadero. Puede gustarte más si eliges bien la hora. Hay detalles que cambian bastante según la hora.","Puerto Vallarta, Jalisco, México",
Sendero a Boca de Tomatlán,sendero,4,12/11/2025,"Nos gustó bastante Sendero a Boca de Tomatlán. Hay vistas muy buenas durante el recorrido. Además, para mí, el tema de la vista me dejó muy buena impresión. Fuimos con amigos al atardecer. Llegamos al atardecer y la luz ayudó muchísimo. Sí regresaría. Todo se sintió bastante cómodo.","Puerto Vallarta, Jalisco, México",
Parroquia de Nuestra Señora de Guadalupe,iglesia,5,12/11/2025,"Volvería sin pensarlo a Parroquia de Nuestra Señora de Guadalupe. Tiene un ambiente muy especial. Además, para mí, el tema de la atención estuvo muy bien. Fuimos en plan tranquilo de noche. Nos movimos a pie sin complicarnos. Definitivamente volvería. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Playa Gemelas,playa,5,27/09/2023,"De lo mejor del viaje fue Playa Gemelas. La arena estaba mejor de lo que esperaba. Además, honestamente, el tema de la ubicación fue de lo mejor. Fuimos solo al atardecer. En temporada alta imagino que cambia bastante. Vale mucho la pena. Nos quedamos con ganas de volver con más tiempo.","Puerto Vallarta, Jalisco, México",
Paseo en lancha al atardecer,tour,5,11/01/2025,"Una gran sorpresa fue Paseo en lancha al atardecer. El guía explicó todo con claridad. Además, para mí, el tema de la relación calidad-precio estuvo muy bien. Fuimos con amigos por la mañana. Con calor fuerte conviene llevar agua y bloqueador. Lo recomiendo sin problema. Incluso con gente, se pudo disfrutar bastante.","Puerto Vallarta, Jalisco, México",
Zona Romántica,barrio,2,25/06/2024,"Tuve una experiencia floja en Zona Romántica. No lo disfruté tanto como esperaba. Encima, el tema de la organización se notó bastante. Fuimos con niños por la mañana. Nos movimos a pie sin complicarnos. No volvería así como está. Hay mejores alternativas para aprovechar el día.","Puerto Vallarta, Jalisco, México",
Paseo en barco por la bahía,tour,5,09/03/2025,"Quedé fascinado con Paseo en barco por la bahía. La actividad estuvo muy bien llevada. Además, en general, el tema de la atención me dejó muy buena impresión. Fuimos en pareja al mediodía. Llegamos al atardecer y la luz ayudó muchísimo. Definitivamente volvería. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Mercado del mar,mercado,5,16/05/2025,"Me encantó Mercado del mar. Se encuentran recuerdos bonitos. Además, la verdad, el tema de la atención estuvo muy bien. Fuimos en familia en vacaciones. Llegamos al atardecer y la luz ayudó muchísimo. Lo volvería a incluir en otro viaje. Incluso con gente, se pudo disfrutar bastante.","Puerto Vallarta, Jalisco, México",
Sendero a Boca de Tomatlán,sendero,3,30/04/2024,"Ir a Sendero a Boca de Tomatlán cumplió, aunque esperaba un poco más. El recorrido está bien, aunque no me pareció imprescindible. Lo mejor fue la organización, pero el tema de los precios fue lo más flojo. Fuimos con niños al atardecer. Llegamos al atardecer y la luz ayudó muchísimo. No fue espectacular, pero tampoco un desperdicio. Hay detalles que cambian bastante según la hora.","Puerto Vallarta, Jalisco, México",
Mercado del mar,mercado,5,18/04/2025,"Quedé fascinado con Mercado del mar. Vale la pena caminarlo con calma. Además, para mí, el tema de la atención destacó bastante. Fuimos con niños entre semana. Con calor fuerte conviene llevar agua y bloqueador. Lo recomiendo sin problema. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Tour en cuatrimoto,tour,2,13/03/2023,"Tuve una experiencia floja en Tour en cuatrimoto. Faltó comunicación clara. Encima, el tema del acceso se notó bastante. Fuimos en familia por la mañana. En temporada alta imagino que cambia bastante. Con varios cambios podría mejorar, pero hoy no lo recomendaría. Hay mejores alternativas para aprovechar el día.","Puerto Vallarta, Jalisco, México",
Mirador de la Cruz,mirador,4,11/05/2025,"Valió la pena conocer Mirador de la Cruz. Vale el esfuerzo de llegar. Además, la verdad, el tema de la limpieza estuvo muy bien. Fuimos con amigos de noche. Fuimos temprano y se disfrutó más. Lo volvería a incluir en otro viaje. Nos quedamos con ganas de volver con más tiempo.","Puerto Vallarta, Jalisco, México",
Plaza de Armas,plaza,4,13/12/2025,"Salimos contentos de Plaza de Armas. Tiene buen ambiente local. Además, en general, el tema del ambiente superó lo esperado. Fuimos con niños por la mañana. Con calor fuerte conviene llevar agua y bloqueador. Lo recomiendo sin problema. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Tour de snorkel en Los Arcos,tour,4,24/11/2023,"Muy buena experiencia en Tour de snorkel en Los Arcos. La actividad estuvo muy bien llevada. Además, honestamente, el tema de la ubicación destacó bastante. Fuimos en plan tranquilo de noche. La zona alrededor tiene bastante movimiento. Lo recomiendo sin problema. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Hotel boutique en Zona Romántica,hotel,4,25/01/2026,"Buena visita a Hotel boutique en Zona Romántica. El check-in fue rápido y amable. Además, la verdad, el tema de la organización me dejó muy buena impresión. Fuimos en pareja entre semana. Con calor fuerte conviene llevar agua y bloqueador. Sí regresaría. Nos quedamos con ganas de volver con más tiempo.","Puerto Vallarta, Jalisco, México",
Restaurante frente al mar en Marina,restaurante,2,06/11/2025,"La visita a Restaurante frente al mar en Marina me dejó dudas. La cuenta se sintió alta para lo que recibimos. Encima, el tema de la señalización bajó bastante la experiencia. Fuimos con amigos un domingo. Fuimos temprano y se disfrutó más. No sentí que el costo o el tiempo se justificaran. No sentí que el tiempo invertido valiera la pena.","Puerto Vallarta, Jalisco, México",
Sendero a Boca de Tomatlán,sendero,4,18/05/2023,"Salimos contentos de Sendero a Boca de Tomatlán. Hay vistas muy buenas durante el recorrido. Además, para mí, el tema de la limpieza fue de lo mejor. Fuimos en familia al mediodía. La zona alrededor tiene bastante movimiento. Sí regresaría. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Tour gastronómico por el centro,tour,5,07/06/2025,"Excelente visita a Tour gastronómico por el centro. La actividad estuvo muy bien llevada. Además, en general, el tema del ambiente me dejó muy buena impresión. Fuimos en pareja de noche. Fuimos temprano y se disfrutó más. Vale mucho la pena. Nos quedamos con ganas de volver con más tiempo.","Puerto Vallarta, Jalisco, México",
Paseo por Marina al atardecer,paseo,5,11/04/2024,"Me encantó Paseo por Marina al atardecer. Tiene mucho ambiente. Además, en general, el tema del ambiente destacó bastante. Fuimos solo un domingo. Llegamos al atardecer y la luz ayudó muchísimo. Me quedé con ganas de repetir. Todo se sintió bastante cómodo.","Puerto Vallarta, Jalisco, México",
Playa Los Muertos,playa,3,27/11/2024,"Pasar por Playa Los Muertos tuvo cosas buenas y otras mejorables. Tiene ratos agradables, aunque depende mucho de la hora. Lo mejor fue la relación calidad-precio, pero el tema de la saturación de gente fue lo más flojo. Fuimos con amigos al atardecer. Hay buenos puntos para tomar fotos. Puede gustarte más si eliges bien la hora. Hay detalles que cambian bastante según la hora.","Puerto Vallarta, Jalisco, México",
Marina Vallarta,paseo,5,18/03/2023,"Me encantó Marina Vallarta. Tiene mucho ambiente. Además, para mí, el tema del servicio destacó bastante. Fuimos con niños de noche. Nos movimos a pie sin complicarnos. Vale mucho la pena. Todo se sintió bastante cómodo.","Puerto Vallarta, Jalisco, México",
Galería del Centro,galería,5,05/01/2025,"Volvería sin pensarlo a Galería del Centro. El espacio está bien montado. Además, honestamente, el tema de la vista estuvo muy bien. Fuimos con niños por la mañana. Conviene ir con tiempo y sin prisa. Es una parada muy recomendable. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Centro Histórico,barrio,5,12/05/2023,"De lo mejor del viaje fue Centro Histórico. Nos gustó recorrerlo a pie. Además, en general, el tema de la atención marcó una diferencia positiva. Fuimos en plan tranquilo al atardecer. Fuimos temprano y se disfrutó más. Lo recomiendo sin problema. Nos quedamos con ganas de volver con más tiempo.","Puerto Vallarta, Jalisco, México",
Café del centro,café,3,13/03/2025,"Conocer Café del centro estuvo correcto, pero no me sorprendió. El lugar es agradable, pero bastante normal. Lo mejor fue el servicio, pero el tema de la señalización fue lo más flojo. Fuimos con niños en vacaciones. Fuimos temprano y se disfrutó más. No me arrepiento de haber ido. Con unos ajustes podría mejorar muchísimo.","Puerto Vallarta, Jalisco, México",
Mercado Municipal Río Cuale,mercado,4,20/11/2024,"Valió la pena conocer Mercado Municipal Río Cuale. El ambiente es muy auténtico. Además, la verdad, el tema de la vista sumó muchísimo. Fuimos en familia al atardecer. Llegamos al atardecer y la luz ayudó muchísimo. Es una parada muy recomendable. Nos quedamos con ganas de volver con más tiempo.","Puerto Vallarta, Jalisco, México",
Parroquia de Nuestra Señora de Guadalupe,iglesia,5,15/05/2025,"De lo mejor del viaje fue Parroquia de Nuestra Señora de Guadalupe. La arquitectura llama mucho la atención. Además, para mí, el tema de la atención marcó una diferencia positiva. Fuimos en pareja al atardecer. El clima nos tocó a favor y eso mejoró todo. Definitivamente volvería. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Mercado Municipal Río Cuale,mercado,4,27/06/2023,"Buena visita a Mercado Municipal Río Cuale. Hay mucha variedad para curiosear. Además, honestamente, el tema de la ubicación estuvo muy bien. Fuimos en pareja al mediodía. Nos movimos a pie sin complicarnos. Definitivamente volvería. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Mismaloya,playa,3,16/10/2023,"Conocer Mismaloya estuvo correcto, pero no me sorprendió. No está mal, pero no fue de mis playas favoritas. Lo mejor fue la experiencia general, pero el tema del tiempo de espera dejó mucho que desear. Fuimos en plan tranquilo de noche. Nos movimos a pie sin complicarnos. No me arrepiento de haber ido. La experiencia depende bastante del momento del día.","Puerto Vallarta, Jalisco, México",
Muelle de Los Muertos,atracción,5,04/05/2024,"Me encantó Muelle de Los Muertos. Tiene muchísimo encanto. Además, en general, el tema de la experiencia general fue de lo mejor. Fuimos en plan tranquilo un domingo. El clima nos tocó a favor y eso mejoró todo. Es una parada muy recomendable. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Plaza de Armas,plaza,5,31/08/2024,"Volvería sin pensarlo a Plaza de Armas. Siempre hay algo que ver. Además, para mí, el tema de la limpieza me dejó muy buena impresión. Fuimos en plan tranquilo entre semana. Conviene ir con tiempo y sin prisa. Sí regresaría. Incluso con gente, se pudo disfrutar bastante.","Puerto Vallarta, Jalisco, México",
Mercado Municipal Río Cuale,mercado,4,31/05/2025,"Muy buena experiencia en Mercado Municipal Río Cuale. Se encuentran recuerdos bonitos. Además, la verdad, el tema de la ubicación fue de lo mejor. Fuimos solo de noche. La zona alrededor tiene bastante movimiento. Vale mucho la pena. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Los Arcos de Mismaloya,tour,5,17/03/2024,"De lo mejor del viaje fue Los Arcos de Mismaloya. La logística salió mejor de lo esperado. Además, en general, el tema de la tranquilidad fue de lo mejor. Fuimos con amigos en vacaciones. La zona alrededor tiene bastante movimiento. Sí regresaría. Nos quedamos con ganas de volver con más tiempo.","Puerto Vallarta, Jalisco, México",
Isla del Río Cuale,parque,2,04/11/2023,"Tuve una experiencia floja en Isla del Río Cuale. La visita fue breve porque no invitaba a quedarse. Encima, el tema de los precios terminó siendo un problema. Fuimos en pareja por la mañana. Conviene ir con tiempo y sin prisa. Yo me lo saltaría la próxima vez. Me fui con la sensación de que pudo estar mucho mejor.","Puerto Vallarta, Jalisco, México",
Resort frente a la playa,hotel,5,06/05/2024,"Quedé fascinado con Resort frente a la playa. La habitación estaba cómoda. Además, honestamente, el tema de la limpieza destacó bastante. Fuimos con niños al mediodía. Hay buenos puntos para tomar fotos. Definitivamente volvería. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Tour en cuatrimoto,tour,4,29/08/2023,"En general nos fue bien en Tour en cuatrimoto. El recorrido estuvo bien armado. Además, honestamente, el tema de la organización me dejó muy buena impresión. Fuimos con amigos en vacaciones. Con calor fuerte conviene llevar agua y bloqueador. Me quedé con ganas de repetir. Todo se sintió bastante cómodo.","Puerto Vallarta, Jalisco, México",
Isla del Río Cuale,parque,3,05/06/2023,"Ir a Isla del Río Cuale cumplió, aunque esperaba un poco más. Cumple como pausa en el recorrido. Lo mejor fue el servicio, pero el tema del mantenimiento fue lo más flojo. Fuimos con amigos de noche. Hay buenos puntos para tomar fotos. Puede gustarte más si eliges bien la hora. No fue perfecto, pero sí tuvo momentos rescatables.","Puerto Vallarta, Jalisco, México",
Resort frente a la playa,hotel,5,31/03/2025,"Volvería sin pensarlo a Resort frente a la playa. Las áreas comunes se veían cuidadas. Además, honestamente, el tema del servicio destacó bastante. Fuimos con niños un domingo. La zona alrededor tiene bastante movimiento. Vale mucho la pena. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Excursión a las cascadas,tour,1,19/07/2023,"Muy mala experiencia en Excursión a las cascadas. Parecía que nadie coordinaba bien la actividad. Encima, el tema del ruido se notó bastante. Fuimos con mis papás en vacaciones. Llegamos al atardecer y la luz ayudó muchísimo. No volvería así como está. Esperaba una experiencia mucho más cuidada.","Puerto Vallarta, Jalisco, México",
Malecón de Puerto Vallarta,atracción,3,10/01/2023,"La experiencia en Malecón de Puerto Vallarta fue regular. Tiene cosas buenas, aunque no todo destaca igual. Lo mejor fue la experiencia general, pero el tema de la saturación de gente bajó bastante la experiencia. Fuimos en plan tranquilo entre semana. Conviene ir con tiempo y sin prisa. No me arrepiento de haber ido. No fue perfecto, pero sí tuvo momentos rescatables.","Puerto Vallarta, Jalisco, México",
Mercado de artesanías del Malecón,mercado,2,05/06/2023,"Tuve una experiencia floja en Mercado de artesanías del Malecón. Se sintió más desordenado de lo que esperaba. Encima, el tema de la limpieza se notó bastante. Fuimos en pareja en vacaciones. Llegamos al atardecer y la luz ayudó muchísimo. Con varios cambios podría mejorar, pero hoy no lo recomendaría. Hay mejores alternativas para aprovechar el día.","Puerto Vallarta, Jalisco, México",
Resort frente a la playa,hotel,5,15/02/2025,"Me encantó Resort frente a la playa. El check-in fue rápido y amable. Además, la verdad, el tema de la relación calidad-precio marcó una diferencia positiva. Fuimos en familia al mediodía. Conviene ir con tiempo y sin prisa. Me quedé con ganas de repetir. Todo se sintió bastante cómodo.","Puerto Vallarta, Jalisco, México",
Mismaloya,playa,4,15/10/2024,"Salimos contentos de Mismaloya. La vista de la bahía se disfruta muchísimo. Además, honestamente, el tema de la tranquilidad me dejó muy buena impresión. Fuimos en familia un domingo. La zona alrededor tiene bastante movimiento. Vale mucho la pena. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Paseo en barco por la bahía,tour,5,03/06/2024,"Me encantó Paseo en barco por la bahía. El recorrido estuvo bien armado. Además, en general, el tema de la tranquilidad fue de lo mejor. Fuimos con niños al mediodía. En temporada alta imagino que cambia bastante. Lo recomiendo sin problema. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Jardín Botánico de Vallarta,jardín,5,08/11/2024,"Volvería sin pensarlo a Jardín Botánico de Vallarta. Vale la visita si te gusta la naturaleza. Además, para mí, el tema de la tranquilidad marcó una diferencia positiva. Fuimos en familia entre semana. Con calor fuerte conviene llevar agua y bloqueador. Vale mucho la pena. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Plaza de Armas,plaza,1,13/01/2026,"Terminamos molestos con Plaza de Armas. No me resultó tan agradable para quedarse. Encima, el tema de la señalización fue lo más flojo. Fuimos en plan tranquilo un domingo. La zona alrededor tiene bastante movimiento. No volvería así como está. Hay mejores alternativas para aprovechar el día.","Puerto Vallarta, Jalisco, México",
Bar con terraza en el Malecón,bar,4,11/05/2025,"En general nos fue bien en Bar con terraza en el Malecón. Es buen plan para cerrar la noche. Además, para mí, el tema de la tranquilidad fue de lo mejor. Fuimos con amigos por la mañana. Nos movimos a pie sin complicarnos. Me quedé con ganas de repetir. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Tour de tacos y mariscos,tour,3,14/05/2023,"Conocer Tour de tacos y mariscos estuvo correcto, pero no me sorprendió. La idea del tour es buena, pero le faltan detalles. Lo mejor fue la experiencia general, pero el tema de la limpieza bajó bastante la experiencia. Fuimos en plan tranquilo entre semana. Entre semana se siente mucho más llevadero. No me arrepiento de haber ido. No fue perfecto, pero sí tuvo momentos rescatables.","Puerto Vallarta, Jalisco, México",
Playa Conchas Chinas,playa,2,19/02/2025,"La visita a Playa Conchas Chinas me dejó dudas. No me tocó la parte más cuidada. Encima, el tema del tiempo de espera se notó bastante. Fuimos en plan tranquilo al atardecer. En temporada alta imagino que cambia bastante. Hay mejores opciones en la zona. Me fui con la sensación de que pudo estar mucho mejor.","Puerto Vallarta, Jalisco, México",
Isla del Río Cuale,parque,3,17/05/2024,"La vuelta por Isla del Río Cuale fue bastante normal. Se deja visitar sin gran expectativa. Lo mejor fue la limpieza, pero el tema de la atención estuvo por debajo de lo esperado. Fuimos en familia de noche. En temporada alta imagino que cambia bastante. Está bien para conocerlo una vez. Hay detalles que cambian bastante según la hora.","Puerto Vallarta, Jalisco, México",
Restaurante frente al mar en Marina,restaurante,3,21/02/2026,"La vuelta por Restaurante frente al mar en Marina fue bastante normal. La experiencia fue correcta, sin llegar a destacar. Lo mejor fue la limpieza, pero el tema del acceso terminó siendo un problema. Fuimos con amigos un domingo. Hay buenos puntos para tomar fotos. Puede gustarte más si eliges bien la hora. La experiencia depende bastante del momento del día.","Puerto Vallarta, Jalisco, México",
Mirador de la Cruz,mirador,4,09/01/2023,"Valió la pena conocer Mirador de la Cruz. Desde arriba se aprecia muy bien la bahía. Además, para mí, el tema de la tranquilidad me dejó muy buena impresión. Fuimos con mis papás por la mañana. Conviene ir con tiempo y sin prisa. Es una parada muy recomendable. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Tour en cuatrimoto,tour,5,01/04/2023,"Volvería sin pensarlo a Tour en cuatrimoto. La actividad estuvo muy bien llevada. Además, la verdad, el tema del servicio me dejó muy buena impresión. Fuimos en pareja un domingo. El clima nos tocó a favor y eso mejoró todo. Lo volvería a incluir en otro viaje. Incluso con gente, se pudo disfrutar bastante.","Puerto Vallarta, Jalisco, México",
Playa Mismaloya,playa,2,12/09/2024,"La visita a Playa Mismaloya me dejó dudas. No estuvo a la altura de lo que prometía. Encima, el tema de la organización necesita mejorar. Fuimos en plan tranquilo un domingo. Fuimos temprano y se disfrutó más. Con varios cambios podría mejorar, pero hoy no lo recomendaría. Esperaba una experiencia mucho más cuidada.","Puerto Vallarta, Jalisco, México",
Bar con terraza en el Malecón,bar,5,21/10/2024,"Me encantó Bar con terraza en el Malecón. El ambiente se puso muy bien. Además, honestamente, el tema de la relación calidad-precio destacó bastante. Fuimos en familia un domingo. Con calor fuerte conviene llevar agua y bloqueador. Definitivamente volvería. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Plaza de Armas,plaza,2,24/12/2025,"Plaza de Armas no me terminó de convencer. No terminó de convencerme el ambiente. Encima, el tema de la saturación de gente se notó bastante. Fuimos con niños al atardecer. Con calor fuerte conviene llevar agua y bloqueador. Con varios cambios podría mejorar, pero hoy no lo recomendaría. Hay mejores alternativas para aprovechar el día.","Puerto Vallarta, Jalisco, México",
Galería del Centro,galería,4,23/03/2024,"Buena visita a Galería del Centro. Se nota trabajo de artistas locales. Además, la verdad, el tema del servicio sumó muchísimo. Fuimos con amigos en vacaciones. Llegamos al atardecer y la luz ayudó muchísimo. Sí regresaría. Todo se sintió bastante cómodo.","Puerto Vallarta, Jalisco, México",
Tour de snorkel en Los Arcos,tour,3,03/02/2023,"La experiencia en Tour de snorkel en Los Arcos fue regular. Cumple, pero no me sorprendió. Lo mejor fue la ubicación, pero el tema del mantenimiento fue lo más flojo. Fuimos con niños al atardecer. La zona alrededor tiene bastante movimiento. Puede gustarte más si eliges bien la hora. La experiencia depende bastante del momento del día.","Puerto Vallarta, Jalisco, México",
Tour de tacos y mariscos,tour,5,02/01/2026,"Una gran sorpresa fue Tour de tacos y mariscos. El guía explicó todo con claridad. Además, la verdad, el tema de la ubicación fue de lo mejor. Fuimos con niños por la mañana. Con calor fuerte conviene llevar agua y bloqueador. Lo recomiendo sin problema. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Playa Mismaloya,playa,5,22/01/2023,"Excelente visita a Playa Mismaloya. La vista de la bahía se disfruta muchísimo. Además, para mí, el tema del servicio superó lo esperado. Fuimos con amigos por la mañana. La zona alrededor tiene bastante movimiento. Me quedé con ganas de repetir. Todo se sintió bastante cómodo.","Puerto Vallarta, Jalisco, México",
Paseo por Marina al atardecer,paseo,5,05/07/2023,"Excelente visita a Paseo por Marina al atardecer. Se siente muy representativo de la ciudad. Además, la verdad, el tema de la relación calidad-precio superó lo esperado. Fuimos en plan tranquilo al mediodía. Hay buenos puntos para tomar fotos. Vale mucho la pena. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Los Arcos de Mismaloya,tour,2,15/07/2023,"Esperaba bastante más de Los Arcos de Mismaloya. Faltó comunicación clara. Encima, el tema de la señalización bajó bastante la experiencia. Fuimos en plan tranquilo al atardecer. En temporada alta imagino que cambia bastante. Yo me lo saltaría la próxima vez. Hay mejores alternativas para aprovechar el día.","Puerto Vallarta, Jalisco, México",
Avistamiento de ballenas,tour,3,29/03/2025,"La vuelta por Avistamiento de ballenas fue bastante normal. La idea del tour es buena, pero le faltan detalles. Lo mejor fue la vista, pero el tema de la saturación de gente dejó mucho que desear. Fuimos en familia en vacaciones. Hay buenos puntos para tomar fotos. Tiene potencial si cuidan algunos detalles. Hay detalles que cambian bastante según la hora.","Puerto Vallarta, Jalisco, México",
Excursión a las cascadas,tour,3,06/02/2026,"Pasar por Excursión a las cascadas tuvo cosas buenas y otras mejorables. Cumple, pero no me sorprendió. Lo mejor fue el servicio, pero el tema del ruido estuvo por debajo de lo esperado. Fuimos con amigos al mediodía. La zona alrededor tiene bastante movimiento. Está bien para conocerlo una vez. Se disfruta más si vas con expectativas realistas.","Puerto Vallarta, Jalisco, México",
Playa Colomitos,playa,5,21/06/2025,"Excelente visita a Playa Colomitos. Nos tocó una playa bastante disfrutable. Además, la verdad, el tema del ambiente estuvo muy bien. Fuimos con mis papás por la mañana. El clima nos tocó a favor y eso mejoró todo. Definitivamente volvería. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Mercado de artesanías del Malecón,mercado,5,16/12/2025,"Quedé fascinado con Mercado de artesanías del Malecón. Hay mucha variedad para curiosear. Además, la verdad, el tema de la relación calidad-precio estuvo muy bien. Fuimos en pareja al atardecer. En temporada alta imagino que cambia bastante. Es una parada muy recomendable. Nos quedamos con ganas de volver con más tiempo.","Puerto Vallarta, Jalisco, México",
Paseo en barco por la bahía,tour,4,21/12/2025,"Buena visita a Paseo en barco por la bahía. La actividad estuvo muy bien llevada. Además, para mí, el tema de la tranquilidad superó lo esperado. Fuimos en familia un domingo. Hay buenos puntos para tomar fotos. Es una parada muy recomendable. Nos quedamos con ganas de volver con más tiempo.","Puerto Vallarta, Jalisco, México",
Mismaloya,playa,4,09/06/2024,"Nos gustó bastante Mismaloya. El agua estaba agradable. Además, la verdad, el tema de la organización fue de lo mejor. Fuimos en pareja al atardecer. En temporada alta imagino que cambia bastante. Vale mucho la pena. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Galería de arte local,galería,4,17/11/2025,"En general nos fue bien en Galería de arte local. La selección de obras me gustó mucho. Además, honestamente, el tema del servicio me dejó muy buena impresión. Fuimos con niños en vacaciones. Hay buenos puntos para tomar fotos. Es una parada muy recomendable. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Tour de tacos y mariscos,tour,4,17/11/2024,"Salimos contentos de Tour de tacos y mariscos. El recorrido estuvo bien armado. Además, en general, el tema de la vista destacó bastante. Fuimos solo entre semana. Entre semana se siente mucho más llevadero. Lo recomiendo sin problema. Nos quedamos con ganas de volver con más tiempo.","Puerto Vallarta, Jalisco, México",
Galería de arte local,galería,1,22/07/2023,"Muy mala experiencia en Galería de arte local. La propuesta no me terminó de convencer. Encima, el tema de la organización necesita mejorar. Fuimos en plan tranquilo un domingo. Con calor fuerte conviene llevar agua y bloqueador. Hay mejores opciones en la zona. Esperaba una experiencia mucho más cuidada.","Puerto Vallarta, Jalisco, México",
Restaurante frente al mar en Marina,restaurante,5,05/09/2023,"Una gran sorpresa fue Restaurante frente al mar en Marina. El sabor estuvo por encima de lo esperado. Además, para mí, el tema de la relación calidad-precio marcó una diferencia positiva. Fuimos solo un domingo. Hay buenos puntos para tomar fotos. Vale mucho la pena. Incluso con gente, se pudo disfrutar bastante.","Puerto Vallarta, Jalisco, México",
